,역명,노선명,sub노선명,순번,lat,lng,이용자변화율
374,중계,7호선,7호선,714,37.644583,127.064303,-0.28065059291950556
375,마들,7호선,7호선,712,37.66494,127.057675,-0.18956383252317321
376,용마산(용마폭포공원),7호선,7호선,723,37.573647,127.086727,-0.21371301846628843
377,남구로,7호선,7호선,745,37.486056,126.887249,-0.205445514052656
378,청담,7호선,7호선,729,37.519365,127.05335,-0.22119509946915172
379,도봉산,7호선,7호선,710,37.689313,127.046222,-0.19073997577238744
380,장암,7호선,7호선,709,37.700109,127.053196,-0.21492550833886026
381,태릉입구,7호선,7호선,717,37.617983,127.07512,-0.25377844899866453
382,부천시청,7호선,7호선,755,37.504631,126.763538,-0.22234818725031447
383,신대방삼거리,7호선,7호선,741,37.499701,126.928276,-0.214699043557675
384,온수(성공회대입구),7호선,7호선,750,37.492258,126.823388,-0.24897096714276656
385,부평구청,7호선,7호선,759,37.508336,126.720548,-0.2776043188224041
386,중화,7호선,7호선,719,37.602545,127.079264,-0.22242486939444295
387,수락산,7호선,7호선,711,37.67785,127.055315,-0.22536877735518313
388,상도,7호선,7호선,739,37.502834,126.94791,-0.2838257029512017
389,뚝섬유원지,7호선,7호선,728,37.53154,127.066704,-0.2282951480628309
390,삼산체육관,7호선,7호선,757,37.506411,126.742153,-0.29018294813572243
391,공릉(서울과학기술대),7호선,7호선,716,37.625742,127.072896,-0.263760969662424
392,천호(풍납토성),8호선,8호선,811,37.538397,127.123572,-0.27958139670701354
393,강동구청,8호선,8호선,812,37.530341,127.120508,-0.22524604129526749
394,수진,8호선,8호선,825,37.437428,127.140722,-0.2534204667978053
395,남한산성입구(성남법원.검찰청),8호선,8호선,822,37.451535,127.159816,-0.23842319660721356
396,복정,8호선,8호선,820,37.470047,127.126662,-0.2698879569779772
397,신흥,8호선,8호선,824,37.440918,127.147564,-0.21705319312278903
398,몽촌토성(평화의문),8호선,8호선,813,37.517409,127.112359,-0.29730604740397293
399,잠실(송파구청),8호선,8호선,814,37.51395,127.102234,-0.3658218287176961
400,석촌,8호선,8호선,815,37.505431,127.106979,
401,장지,8호선,8호선,819,37.478703,127.126191,-0.2570271305165891
402,가락시장,8호선,8호선,817,37.492522,127.118234,-0.2404176256996079
403,단대오거리,8호선,8호선,823,37.44521,127.156866,-0.2486025166036666
404,송파,8호선,8호선,816,37.499703,127.112183,-0.1614064746630527
405,문정,8호선,8호선,818,37.485855,127.1225,-0.10486678261457405
406,암사,8호선,8호선,810,37.55021,127.127562,-0.1908030461171477
407,산성,8호선,8호선,821,37.457122,127.149908,-0.1409571660907475
408,모란,8호선,8호선,826,37.43213,127.129087,-0.26326693326886597
409,노량진,9호선,9호선,917,37.514219,126.942454,-0.3144809812232925
410,김포공항,9호선,9호선,902,37.562434,126.801058,-0.2502203863166078
411,가양,9호선,9호선,907,37.561391,126.854456,-0.2190068185714824
412,신논현,9호선,9호선,925,37.504598,127.02506,-0.21714871434700822
413,마곡나루(서울식물원),9호선,9호선,905,37.567336,126.829497,0.0911244605082655
414,신목동,9호선,9호선,911,37.544277,126.88308,-0.243424805095238
415,국회의사당,9호선,9호선,914,37.528105,126.917874,-0.2805021884720649
416,종합운동장,9호선,9호선,930,37.510997,127.073642,-0.5360066091746255
417,동작(현충원),9호선,9호선,920,37.502971,126.979306,-0.25594372411134436
418,당산,9호선,9호선,913,37.53438,126.902281,-0.26718916860403563
419,신방화,9호선,9호선,904,37.567532,126.816601,-0.26830070789263116
420,고속터미널,9호선,9호선,923,37.50481,127.004943,-0.40005113614083465
421,언주,9호선,9호선,926,37.507287,127.033868,-0.12523719058684202
422,선정릉,9호선,9호선,927,37.51098,127.043593,-0.1439907000696674
423,석촌,9호선,9호선,933,37.505431,127.106979,
424,염창,9호선,9호선,910,37.546936,126.874916,-0.19017614673108563
425,선유도,9호선,9호선,912,37.53802,126.893525,-0.1224657812034392
426,봉은사,9호선,9호선,929,37.514219,127.060245,-0.27858489483747606
427,노들,9호선,9호선,918,37.512887,126.953222,-0.23770996451583837
428,구반포,9호선,9호선,921,37.501364,126.987332,-0.309020083579014
429,등촌,9호선,9호선,909,37.550632,126.865689,-0.16914560700992987
430,개화,9호선,9호선,901,37.578608,126.798153,-0.6736487299242082
431,양천향교,9호선,9호선,906,37.568381,126.841333,-0.1453832617923969
432,증미,9호선,9호선,908,37.557402,126.861939,-0.17593483959608713
433,삼성중앙,9호선,9호선,928,37.513011,127.053282,-0.09436443546207796
434,올림픽공원(한국체대),9호선,9호선,936,37.516078,127.130848,-0.2541300766034955
435,사평,9호선,9호선,924,37.504206,127.015259,-0.20376127865157778
436,공항시장,9호선,9호선,903,37.563726,126.810678,-0.18917083561594317
437,여의도,9호선,9호선,915,37.521624,126.924191,-0.13690693663418985
438,흑석(중앙대입구),9호선,9호선,919,37.50877,126.963708,-0.38003998799742733
439,샛강,9호선,9호선,916,37.517274,126.928422,-0.17370887849889338
440,신반포,9호선,9호선,922,37.503415,126.995925,-0.26944247321758863
441,판교,경강선,경강선,410,37.394761,127.111217,-0.12499733681213954
442,세종대왕릉,경강선,경강선,419,37.295309,127.570938,-0.1953528444521494
443,신둔도예촌,경강선,경강선,416,37.317185,127.40476,-0.2398027953074875
444,경기광주,경강선,경강선,413,37.398775,127.252308,-0.18579822868240004
445,곤지암,경강선,경강선,415,37.351315,127.34674,-0.22903328249256694
446,삼동,경강선,경강선,412,37.409522,127.20336,-0.14070120022379384
447,여주,경강선,경강선,420,37.282701,127.628607,-0.3099218781747193
448,이천,경강선,경강선,417,37.265579,127.44226,-0.24861185646945372
449,이매,경강선,경강선,411,37.396104,127.12827,-0.31593907244188213
450,초월,경강선,경강선,414,37.374419,127.299,-0.11722557940808032
451,부발,경강선,경강선,418,37.260192,127.490277,-0.1935119281620492
452,도심,경의중앙선,경의중앙선,127,37.579622,127.222672,-0.27343334848831924
453,용산,경의중앙선,경의중앙선,110,37.529849,126.964561,-0.35582950083197395
454,상봉(시외버스터미널),경의중앙선,경의중앙선,120,37.596362,127.085032,-0.19862392006691143
455,왕십리(성동구청),경의중앙선,경의중앙선,116,37.561533,127.037732,-0.3262649698658038
456,도농,경의중앙선,경의중앙선,124,37.608806,127.161153,-0.1852616170727983
457,운길산,경의중앙선,경의중앙선,129,37.554669,127.310115,-0.07412313650711755
458,청량리(서울시립대입구),경의중앙선,경의중앙선,117,37.580178,127.046835,-0.30873663723207145
459,서빙고,경의중앙선,경의중앙선,112,37.519594,126.988537,-0.2832912917866627
460,용문,경의중앙선,경의중앙선,137,37.48223,127.594647,-0.37382424396987957
461,옥수,경의중앙선,경의중앙선,114,37.540685,127.017965,-0.2564027174052831
462,양원,경의중앙선,경의중앙선,122,37.606596,127.107906,-0.23620115647450501
463,국수,경의중앙선,경의중앙선,132,37.516169,127.399367,-0.2622634765149672
464,신원,경의중앙선,경의중앙선,131,37.525545,127.372921,-0.08077928248990263
465,구리,경의중앙선,경의중앙선,123,37.603392,127.143869,-0.2355052047107643
466,회기,경의중앙선,경의중앙선,118,37.58946,127.057583,-0.3405541525029957
467,응봉,경의중앙선,경의중앙선,115,37.549946,127.034538,-0.22678785651755706
468,양정,경의중앙선,경의중앙선,125,37.60533,127.19364,-0.2310056090100855
469,지평,경의중앙선,경의중앙선,138,37.476444,127.629617,-0.10946364458574287
470,중랑,경의중앙선,경의중앙선,119,37.594917,127.076116,-0.21050278953719492
471,한남,경의중앙선,경의중앙선,113,37.52943,127.009169,-0.24668532010770428
472,양수,경의중앙선,경의중앙선,130,37.545981,127.329098,-0.22490515791372334
473,오빈,경의중앙선,경의중앙선,134,37.506062,127.473868,-0.2569935077334352
474,양평,경의중앙선,경의중앙선,135,37.492832,127.491814,-0.33436164758928244
475,덕소,경의중앙선,경의중앙선,126,37.586781,127.208832,-0.26588747001951074
476,이촌(국립중앙박물관),경의중앙선,경의중앙선,111,37.522272,126.974345,-0.36869590235879535
477,팔당,경의중앙선,경의중앙선,128,37.547371,127.243939,-0.07804861947230923
478,원덕,경의중앙선,경의중앙선,136,37.468672,127.547076,-0.265452371666126
479,망우,경의중앙선,경의중앙선,121,37.59955,127.091909,-0.24239916190752542
480,아신,경의중앙선,경의중앙선,133,37.51382,127.443173,-0.3362100393205274
481,월롱,경의중앙선,경의중앙선A,332,37.796188,126.792587,-0.30289794220074895
482,가좌,경의중앙선,경의중앙선A,315,37.568491,126.915487,-0.2075038932747617
483,용산,경의중앙선,경의중앙선A,310,37.529849,126.964561,-0.35582950083197395
484,풍산,경의중앙선,경의중앙선A,325,37.672346,126.786243,-0.19445182536639594
485,문산,경의중앙선,경의중앙선A,334,37.854619,126.788047,-0.3231118079955587
486,효창공원앞,경의중앙선,경의중앙선A,311,37.539261,126.961351,-0.22387602249394212
487,수색,경의중앙선,경의중앙선A,317,37.580842,126.895611,-0.16132309681089707
488,파주,경의중앙선,경의중앙선A,333,37.815298,126.792783,-0.39942978886257163
489,금촌,경의중앙선,경의중앙선A,331,37.766217,126.774644,-0.2904243604762744
490,능곡,경의중앙선,경의중앙선A,321,37.618808,126.820783,-0.20974732755565983
491,대곡,경의중앙선,경의중앙선A,322,37.631626,126.811024,-0.16658127624165853
492,홍대입구,경의중앙선,경의중앙선A,314,37.557192,126.925381,-0.438715302919257
493,일산,경의중앙선,경의중앙선A,326,37.682077,126.769846,-0.23003276566702857
494,탄현,경의중앙선,경의중앙선A,327,37.694023,126.761086,-0.22468263810010103
495,화전,경의중앙선,경의중앙선A,318,37.602888,126.868387,-0.4871490160190489
496,운정,경의중앙선,경의중앙선A,329,37.725826,126.767257,-0.17272245466624814
497,디지털미디어시티,경의중앙선,경의중앙선A,316,37.576646,126.900984,-0.1944720007000622
498,행신,경의중앙선,경의중앙선A,320,37.612102,126.834146,-0.23004763261008931
499,서강대,경의중앙선,경의중앙선A,313,37.551881,126.935711,-0.26545581607118274
500,금릉,경의중앙선,경의중앙선A,330,37.751322,126.765347,-0.23626901367253716
501,곡산,경의중앙선,경의중앙선A,323,37.645676,126.801762,-0.200363140153606
502,백마,경의중앙선,경의중앙선A,324,37.658239,126.794461,-0.22431341230339452
503,야당,경의중앙선,경의중앙선A,328,37.712327,126.761356,-0.03126096368454445
504,강매,경의중앙선,경의중앙선A,319,37.612314,126.843223,-0.15748086306509812
505,공덕,경의중앙선,경의중앙선A,312,37.544018,126.951592,-0.2265167008020148
506,가좌,경의중앙선,경의중앙선B,315,37.568491,126.915487,-0.2075038932747617
507,서울역,경의중앙선,경의중앙선B,317,37.554648,126.972559,-0.40800617254347327
508,신촌(경의중앙),경의중앙선,경의중앙선B,316,37.559864,126.942571,-0.32803027213357194
509,퇴계원,경춘선,경춘선,125,37.648311,127.143952,-0.2016970610412543
510,별내,경춘선,경춘선,124,37.64202,127.12684,-0.13671186257030565
511,백양리,경춘선,경춘선,136,37.830779,127.58933,-0.31032945394425193
512,상봉(시외버스터미널),경춘선,경춘선,120,37.596362,127.085032,-0.19862392006691143
513,갈매,경춘선,경춘선,123,37.634118,127.114757,-0.10071730504533882
514,청량리(서울시립대입구),경춘선,경춘선,117,37.580178,127.046835,-0.30873663723207145
515,광운대,경춘선,경춘선,116,37.623632,127.061835,-0.3007307666340202
516,금곡,경춘선,경춘선,127,37.637382,127.207853,-0.22079188392310767
517,신내,경춘선,경춘선,122,37.612887,127.103218,0.5082901246784088
518,평내호평,경춘선,경춘선,128,37.653225,127.244493,-0.19299473553935986
519,회기,경춘선,경춘선,118,37.58946,127.057583,-0.3405541525029957
520,김유정,경춘선,경춘선,138,37.818466,127.71434,-0.3580288930249047
521,춘천,경춘선,경춘선,140,37.885054,127.717023,-0.4492191490785853
522,굴봉산,경춘선,경춘선,135,37.832067,127.557695,-0.2811654792203544
523,강촌,경춘선,경춘선,137,37.805723,127.634146,-0.3354668507836245
524,상천,경춘선,경춘선,133,37.770246,127.454821,-0.2903345449150656
525,중랑,경춘선,경춘선,119,37.594917,127.076116,-0.21050278953719492
526,천마산,경춘선,경춘선,129,37.658978,127.285379,-0.1790856274370375
527,사릉,경춘선,경춘선,126,37.65108,127.176933,-0.2317540518935678
528,마석,경춘선,경춘선,130,37.652782,127.311767,-0.21727001277186075
529,청평,경춘선,경춘선,132,37.735488,127.42661,-0.3767426915295943
530,남춘천,경춘선,경춘선,139,37.864007,127.723792,-0.3505647020886171
531,대성리,경춘선,경춘선,131,37.684071,127.379319,-0.41853224054648874
532,망우,경춘선,경춘선,121,37.59955,127.091909,-0.24239916190752542
533,가평,경춘선,경춘선,134,37.814536,127.510739,-0.3822845094559424
534,김포공항,공항철도,공항철도,6,37.562434,126.801058,-0.2502203863166078
535,영종,공항철도,공항철도,10,37.511466,126.5237,-0.053506186489792884
536,마곡나루(서울식물원),공항철도,공항철도,5,37.567336,126.829497,0.0911244605082655
537,청라국제도시,공항철도,공항철도,9,37.555878,126.625327,-0.194503878197402
538,계양,공항철도,공항철도,7,37.571462,126.735637,-0.3126545722131475
539,운서,공항철도,공항철도,11,37.492904,126.49379,-0.2353445237909153
540,홍대입구,공항철도,공항철도,3,37.557192,126.925381,-0.438715302919257
541,서울역,공항철도,공항철도,1,37.554648,126.972559,-0.40800617254347327
542,인천공항1터미널,공항철도,공항철도,13,37.447492,126.452555,-0.7754203640134024
543,인천공항2터미널,공항철도,공항철도,14,37.467407,126.434142,-0.6654157024553636
544,디지털미디어시티,공항철도,공항철도,4,37.576646,126.900984,-0.1944720007000622
545,검암,공항철도,공항철도,8,37.569104,126.673728,-0.31350233970842967
546,공항화물청사,공항철도,공항철도,12,37.458366,126.476241,-0.21406079943756806
547,공덕,공항철도,공항철도,2,37.544018,126.951592,-0.2265167008020148
548,서현,수인분당선,수인분당선,228,37.385126,127.123592,-0.3030402101347276
549,한대앞,수인분당선,수인분당선,251,37.309689,126.85344,-0.25079074664375745
550,대모산입구,수인분당선,수인분당선,220,37.491373,127.07272,-0.1544654091743981
551,야탑,수인분당선,수인분당선,226,37.411185,127.128715,-0.30689482997418593
552,남동인더스파크,수인분당선,수인분당선,264,37.407722,126.695216,-0.1194907042216603
553,가천대,수인분당선,수인분당선,223,37.448605,127.126697,-0.3859967071050384
554,연수,수인분당선,수인분당선,266,37.417804,126.67894,-0.3089333769041398
555,왕십리(성동구청),수인분당선,수인분당선,210,37.561533,127.037732,-0.3262649698658038
556,달월,수인분당선,수인분당선,259,37.379681,126.745177,-0.15671092141791465
557,송도,수인분당선,수인분당선,267,37.428514,126.657772,-0.29241560767571717
558,복정,수인분당선,수인분당선,222,37.470047,127.126662,-0.2698879569779772
559,수내,수인분당선,수인분당선,229,37.378455,127.114322,-0.2746005766151839
560,원인재,수인분당선,수인분당선,265,37.412603,126.687389,-0.23750526160801666
561,청량리(서울시립대입구),수인분당선,수인분당선,209,37.580178,127.046835,-0.30873663723207145
562,도곡,수인분당선,수인분당선,217,37.490858,127.055381,-0.25951219865471575
563,태평,수인분당선,수인분당선,224,37.440019,127.127709,-0.22443350551947228
564,신포,수인분당선,수인분당선,270,37.46874,126.623853,-0.29039576134832856
565,상갈,수인분당선,수인분당선,238,37.26181,127.108847,-0.2628362116579517
566,인하대,수인분당선,수인분당선,268,37.448493,126.649619,-0.2790660040342744
567,압구정로데오,수인분당선,수인분당선,212,37.527381,127.040534,-0.10146656127873388
568,서울숲,수인분당선,수인분당선,211,37.543617,127.044707,-0.07772258444045121
569,안산,수인분당선,수인분당선,255,37.327082,126.788532,-0.33107391936336017
570,정왕,수인분당선,수인분당선,257,37.351735,126.742989,-0.26379375982188447
571,인천논현,수인분당선,수인분당선,262,37.400614,126.722478,-0.27793568462832774
572,강남구청,수인분당선,수인분당선,213,37.517186,127.04128,-0.16275754284531496
573,청명,수인분당선,수인분당선,239,37.259489,127.078934,-0.2720267683581936
574,소래포구,수인분당선,수인분당선,261,37.40095,126.733522,-0.17634573560490063
575,매교,수인분당선,수인분당선,244,37.265481,127.015678,-0.1843297288308935
576,수원,수인분당선,수인분당선,245,37.265974,126.999874,-0.3526775570304135
577,선정릉,수인분당선,수인분당선,214,37.51098,127.043593,-0.1439907000696674
578,기흥,수인분당선,수인분당선,237,37.275619,127.115936,-0.2666279089774142
579,중앙,수인분당선,수인분당선,252,37.315941,126.838573,-0.2384578072537753
580,신갈,수인분당선,수인분당선,236,37.286102,127.111313,-0.2774797259320718
581,수원시청,수인분당선,수인분당선,243,37.261911,127.030736,-0.20930580443064017
582,오이도,수인분당선,수인분당선,258,37.362357,126.738714,-0.302886903773564
583,인천,수인분당선,수인분당선,271,37.476691,126.616936,-0.3283381857859913
584,망포,수인분당선,수인분당선,241,37.245795,127.057353,-0.23613507478012263
585,죽전,수인분당선,수인분당선,233,37.324753,127.107395,-0.3339096693562348
586,숭의,수인분당선,수인분당선,269,37.460789,126.638297,-0.18160756144846335
587,고잔,수인분당선,수인분당선,253,37.316777,126.823249,-0.239326261645186
588,오리,수인분당선,수인분당선,232,37.339824,127.108942,-0.2882861798819213
589,매탄권선,수인분당선,수인분당선,242,37.252759,127.040566,-0.2240385275421497
590,수서,수인분당선,수인분당선,221,37.487371,127.10188,-0.2668711656441718
591,정자,수인분당선,수인분당선,230,37.36706,127.108105,-0.22565920185232247
592,한티,수인분당선,수인분당선,216,37.496237,127.052873,-0.24773820677040836
593,이매,수인분당선,수인분당선,227,37.396104,127.12827,-0.31593907244188213
594,구룡,수인분당선,수인분당선,218,37.486839,127.058856,-0.23438057852540328
595,월곶,수인분당선,수인분당선,260,37.391769,126.742699,-0.2277445512063574
596,개포동,수인분당선,수인분당선,219,37.489116,127.06614,-0.14515994684581024
597,구성,수인분당선,수인분당선,235,37.298969,127.105664,-0.25332019909607406
598,초지,수인분당선,수인분당선,254,37.320646,126.805913,-0.14953541934896042
599,호구포,수인분당선,수인분당선,263,37.401637,126.708627,-0.2016806130755343
600,선릉,수인분당선,수인분당선,215,37.504503,127.049008,-0.1909893620511206
601,보정,수인분당선,수인분당선,234,37.312752,127.108196,-0.31429752454755455
602,신길온천,수인분당선,수인분당선,256,37.338212,126.765844,-0.22561068896935077
603,영통,수인분당선,수인분당선,240,37.251568,127.071394,-0.3356756699628809
604,모란,수인분당선,수인분당선,225,37.43213,127.129087,-0.26326693326886597
605,미금,수인분당선,수인분당선,231,37.350077,127.10891,-0.28403556267418806
606,북한산보국문,우이신설선,우이신설선,949,37.612343,127.008009,-0.2063520159504365
607,보문,우이신설선,우이신설선,952,37.585286,127.019381,-0.23811221120966786
608,가오리,우이신설선,우이신설선,944,37.641701,127.016792,-0.20101607740954452
609,신설동,우이신설선,우이신설선,953,37.575297,127.025087,-0.28176501265873555
610,솔밭공원,우이신설선,우이신설선,942,37.656088,127.013252,-0.18735774678336303
611,솔샘,우이신설선,우이신설선,948,37.62124,127.013528,-0.19094076940952853
612,4.19민주묘지,우이신설선,우이신설선,943,37.649593,127.013746,-0.2625318589341581
613,화계,우이신설선,우이신설선,945,37.634802,127.017519,-0.18060299949265923
614,북한산우이,우이신설선,우이신설선,941,37.663146,127.012789,-0.19944853942870433
615,정릉,우이신설선,우이신설선,950,37.602798,127.01349,-0.178160675713814
616,삼양,우이신설선,우이신설선,946,37.627165,127.018152,-0.18561417830392968
617,삼양사거리,우이신설선,우이신설선,947,37.621512,127.02048,-0.1819195043961629
618,성신여대입구(돈암),우이신설선,우이신설선,951,37.592624,127.016403,-0.32889862470555553
