,역명,노선명,sub노선명,순번,lat,lng,이용자수차이,일간이용자수차이
425,노량진,9호선,9호선,917,37.514219,126.942454,-16360036.0,-26387.0
426,노들,9호선,9호선,918,37.512887,126.953222,-1299720.0,-2096.0
427,흑석(중앙대입구),9호선,9호선,919,37.50877,126.963708,-4654342.0,-7507.0
428,동작(현충원),9호선,9호선,920,37.502971,126.979306,-1455027.0,-2346.0
429,구반포,9호선,9호선,921,37.501364,126.987332,-1243282.0,-2005.0
430,신반포,9호선,9호선,922,37.503415,126.995925,-1118776.0,-1804.0
431,고속터미널,9호선,9호선,923,37.50481,127.004943,-48940017.0,-78935.0
432,사평,9호선,9호선,924,37.504206,127.015259,-730140.0,-1177.0
433,신논현,9호선,9호선,925,37.504598,127.02506,-8926310.0,-14397.0
434,언주,9호선,9호선,926,37.507287,127.033868,-1253215.0,-2021.0
435,선정릉,9호선,9호선,927,37.51098,127.043593,-2868907.0,-4627.0
436,삼성중앙,9호선,9호선,928,37.513011,127.053282,-616064.0,-993.0
437,봉은사,9호선,9호선,929,37.514219,127.060245,-5664614.0,-9136.0
438,종합운동장,9호선,9호선,930,37.510997,127.073642,-13481448.0,-21744.0
439,석촌,9호선,9호선,933,37.505431,127.106979,,
440,올림픽공원(한국체대),9호선,9호선,936,37.516078,127.130848,-3516112.0,-5671.0
441,판교,경강선,경강선,410,37.394761,127.111217,-633626.0,-1021.0
442,이매,경강선,경강선,411,37.396104,127.12827,-2923520.0,-4715.0
443,삼동,경강선,경강선,412,37.409522,127.20336,-267437.0,-431.0
444,경기광주,경강선,경강선,413,37.398775,127.252308,-1507537.0,-2431.0
445,초월,경강선,경강선,414,37.374419,127.299,-341533.0,-550.0
446,곤지암,경강선,경강선,415,37.351315,127.34674,-599773.0,-967.0
447,신둔도예촌,경강선,경강선,416,37.317185,127.40476,-347690.0,-560.0
448,이천,경강선,경강선,417,37.265579,127.44226,-849895.0,-1370.0
449,부발,경강선,경강선,418,37.260192,127.490277,-399412.0,-644.0
450,세종대왕릉,경강선,경강선,419,37.295309,127.570938,-77327.0,-124.0
451,여주,경강선,경강선,420,37.282701,127.628607,-883051.0,-1424.0
452,용산,경의중앙선,경의중앙선,110,37.529849,126.964561,-19109717.0,-30822.0
453,이촌(국립중앙박물관),경의중앙선,경의중앙선,111,37.522272,126.974345,-6341547.0,-10228.0
454,서빙고,경의중앙선,경의중앙선,112,37.519594,126.988537,-788151.0,-1271.0
455,한남,경의중앙선,경의중앙선,113,37.52943,127.009169,-1372875.0,-2214.0
456,옥수,경의중앙선,경의중앙선,114,37.540685,127.017965,-3242907.0,-5230.0
457,응봉,경의중앙선,경의중앙선,115,37.549946,127.034538,-515539.0,-831.0
458,왕십리(성동구청),경의중앙선,경의중앙선,116,37.561533,127.037732,-16361410.0,-26389.0
459,청량리(서울시립대입구),경의중앙선,경의중앙선,117,37.580178,127.046835,-17241838.0,-27809.0
460,회기,경의중앙선,경의중앙선,118,37.58946,127.057583,-12270756.0,-19791.0
461,중랑,경의중앙선,경의중앙선,119,37.594917,127.076116,-1465339.0,-2363.0
462,상봉(시외버스터미널),경의중앙선,경의중앙선,120,37.596362,127.085032,-5736677.0,-9252.0
463,망우,경의중앙선,경의중앙선,121,37.59955,127.091909,-2464308.0,-3974.0
464,양원,경의중앙선,경의중앙선,122,37.606596,127.107906,-543325.0,-876.0
465,구리,경의중앙선,경의중앙선,123,37.603392,127.143869,-4255681.0,-6864.0
466,도농,경의중앙선,경의중앙선,124,37.608806,127.161153,-1930628.0,-3113.0
467,양정,경의중앙선,경의중앙선,125,37.60533,127.19364,-229955.0,-370.0
468,덕소,경의중앙선,경의중앙선,126,37.586781,127.208832,-2074004.0,-3345.0
469,도심,경의중앙선,경의중앙선,127,37.579622,127.222672,-858374.0,-1384.0
470,팔당,경의중앙선,경의중앙선,128,37.547371,127.243939,-84446.0,-136.0
471,운길산,경의중앙선,경의중앙선,129,37.554669,127.310115,-89640.0,-144.0
472,양수,경의중앙선,경의중앙선,130,37.545981,127.329098,-613289.0,-989.0
473,신원,경의중앙선,경의중앙선,131,37.525545,127.372921,-22823.0,-36.0
474,국수,경의중앙선,경의중앙선,132,37.516169,127.399367,-263161.0,-424.0
475,아신,경의중앙선,경의중앙선,133,37.51382,127.443173,-311478.0,-502.0
476,오빈,경의중앙선,경의중앙선,134,37.506062,127.473868,-106373.0,-171.0
477,양평,경의중앙선,경의중앙선,135,37.492832,127.491814,-1527195.0,-2463.0
478,원덕,경의중앙선,경의중앙선,136,37.468672,127.547076,-142654.0,-230.0
479,용문,경의중앙선,경의중앙선,137,37.48223,127.594647,-1388830.0,-2240.0
480,지평,경의중앙선,경의중앙선,138,37.476444,127.629617,-2577.0,-4.0
481,용산,경의중앙선,경의중앙선A,310,37.529849,126.964561,-19109717.0,-30822.0
482,효창공원앞,경의중앙선,경의중앙선A,311,37.539261,126.961351,-2731003.0,-4404.0
483,공덕,경의중앙선,경의중앙선A,312,37.544018,126.951592,-10805910.0,-17428.0
484,서강대,경의중앙선,경의중앙선A,313,37.551881,126.935711,-781044.0,-1259.0
485,홍대입구,경의중앙선,경의중앙선A,314,37.557192,126.925381,-53500316.0,-86290.0
486,가좌,경의중앙선,경의중앙선A,315,37.568491,126.915487,-1282322.0,-2068.0
487,디지털미디어시티,경의중앙선,경의중앙선A,316,37.576646,126.900984,-6580386.0,-10613.0
488,수색,경의중앙선,경의중앙선A,317,37.580842,126.895611,-454526.0,-733.0
489,화전,경의중앙선,경의중앙선A,318,37.602888,126.868387,-1513120.0,-2440.0
490,강매,경의중앙선,경의중앙선A,319,37.612314,126.843223,-488436.0,-787.0
491,행신,경의중앙선,경의중앙선A,320,37.612102,126.834146,-2114234.0,-3410.0
492,능곡,경의중앙선,경의중앙선A,321,37.618808,126.820783,-945792.0,-1525.0
493,대곡,경의중앙선,경의중앙선A,322,37.631626,126.811024,-318228.0,-513.0
494,곡산,경의중앙선,경의중앙선A,323,37.645676,126.801762,-135591.0,-218.0
495,백마,경의중앙선,경의중앙선A,324,37.658239,126.794461,-1762171.0,-2842.0
496,풍산,경의중앙선,경의중앙선A,325,37.672346,126.786243,-1221176.0,-1969.0
497,일산,경의중앙선,경의중앙선A,326,37.682077,126.769846,-2613079.0,-4214.0
498,탄현,경의중앙선,경의중앙선A,327,37.694023,126.761086,-2087752.0,-3367.0
499,야당,경의중앙선,경의중앙선A,328,37.712327,126.761356,-140607.0,-226.0
500,운정,경의중앙선,경의중앙선A,329,37.725826,126.767257,-1201446.0,-1937.0
501,금릉,경의중앙선,경의중앙선A,330,37.751322,126.765347,-1422525.0,-2294.0
502,금촌,경의중앙선,경의중앙선A,331,37.766217,126.774644,-2627443.0,-4237.0
503,월롱,경의중앙선,경의중앙선A,332,37.796188,126.792587,-943204.0,-1521.0
504,파주,경의중앙선,경의중앙선A,333,37.815298,126.792783,-733362.0,-1182.0
505,문산,경의중앙선,경의중앙선A,334,37.854619,126.788047,-2499153.0,-4030.0
506,가좌,경의중앙선,경의중앙선B,315,37.568491,126.915487,-1282322.0,-2068.0
507,신촌(경의중앙),경의중앙선,경의중앙선B,316,37.559864,126.942571,-426727.0,-688.0
508,서울역,경의중앙선,경의중앙선B,317,37.554648,126.972559,-48053399.0,-77505.0
509,광운대,경춘선,경춘선,116,37.623632,127.061835,-3487219.0,-5624.0
510,청량리(서울시립대입구),경춘선,경춘선,117,37.580178,127.046835,-17241838.0,-27809.0
511,회기,경춘선,경춘선,118,37.58946,127.057583,-12270756.0,-19791.0
512,중랑,경춘선,경춘선,119,37.594917,127.076116,-1465339.0,-2363.0
513,상봉(시외버스터미널),경춘선,경춘선,120,37.596362,127.085032,-5736677.0,-9252.0
514,망우,경춘선,경춘선,121,37.59955,127.091909,-2464308.0,-3974.0
515,신내,경춘선,경춘선,122,37.612887,127.103218,489762.0,789.0
516,갈매,경춘선,경춘선,123,37.634118,127.114757,-302244.0,-487.0
517,별내,경춘선,경춘선,124,37.64202,127.12684,-420691.0,-678.0
518,퇴계원,경춘선,경춘선,125,37.648311,127.143952,-858223.0,-1384.0
519,사릉,경춘선,경춘선,126,37.65108,127.176933,-995674.0,-1605.0
520,금곡,경춘선,경춘선,127,37.637382,127.207853,-426951.0,-688.0
521,평내호평,경춘선,경춘선,128,37.653225,127.244493,-1399690.0,-2257.0
522,천마산,경춘선,경춘선,129,37.658978,127.285379,-322295.0,-519.0
523,마석,경춘선,경춘선,130,37.652782,127.311767,-1073726.0,-1731.0
524,대성리,경춘선,경춘선,131,37.684071,127.379319,-481255.0,-776.0
525,청평,경춘선,경춘선,132,37.735488,127.42661,-1013639.0,-1634.0
526,상천,경춘선,경춘선,133,37.770246,127.454821,-147161.0,-237.0
527,가평,경춘선,경춘선,134,37.814536,127.510739,-1232170.0,-1987.0
528,굴봉산,경춘선,경춘선,135,37.832067,127.557695,-63071.0,-101.0
529,백양리,경춘선,경춘선,136,37.830779,127.58933,-65539.0,-105.0
530,강촌,경춘선,경춘선,137,37.805723,127.634146,-245515.0,-395.0
531,김유정,경춘선,경춘선,138,37.818466,127.71434,-216402.0,-349.0
532,남춘천,경춘선,경춘선,139,37.864007,127.723792,-1425321.0,-2298.0
533,춘천,경춘선,경춘선,140,37.885054,127.717023,-1157935.0,-1867.0
534,서울역,공항철도,공항철도,1,37.554648,126.972559,-48053399.0,-77505.0
535,공덕,공항철도,공항철도,2,37.544018,126.951592,-10805910.0,-17428.0
536,홍대입구,공항철도,공항철도,3,37.557192,126.925381,-53500316.0,-86290.0
537,디지털미디어시티,공항철도,공항철도,4,37.576646,126.900984,-6580386.0,-10613.0
538,마곡나루(서울식물원),공항철도,공항철도,5,37.567336,126.829497,1567607.0,2528.0
539,김포공항,공항철도,공항철도,6,37.562434,126.801058,-8298931.0,-13385.0
540,계양,공항철도,공항철도,7,37.571462,126.735637,-4011528.0,-6470.0
541,검암,공항철도,공항철도,8,37.569104,126.673728,-3212748.0,-5181.0
542,청라국제도시,공항철도,공항철도,9,37.555878,126.625327,-1484879.0,-2394.0
543,영종,공항철도,공항철도,10,37.511466,126.5237,-177928.0,-286.0
544,운서,공항철도,공항철도,11,37.492904,126.49379,-2122108.0,-3422.0
545,공항화물청사,공항철도,공항철도,12,37.458366,126.476241,-723574.0,-1167.0
546,인천공항1터미널,공항철도,공항철도,13,37.447492,126.452555,-15596518.0,-25155.0
547,인천공항2터미널,공항철도,공항철도,14,37.467407,126.434142,-4372871.0,-7053.0
548,청량리(서울시립대입구),수인분당선,수인분당선,209,37.580178,127.046835,-17241838.0,-27809.0
549,왕십리(성동구청),수인분당선,수인분당선,210,37.561533,127.037732,-16361410.0,-26389.0
550,서울숲,수인분당선,수인분당선,211,37.543617,127.044707,-769821.0,-1241.0
551,압구정로데오,수인분당선,수인분당선,212,37.527381,127.040534,-2297970.0,-3706.0
552,강남구청,수인분당선,수인분당선,213,37.517186,127.04128,-5206908.0,-8398.0
553,선정릉,수인분당선,수인분당선,214,37.51098,127.043593,-2868907.0,-4627.0
554,선릉,수인분당선,수인분당선,215,37.504503,127.049008,-15580757.0,-25130.0
555,한티,수인분당선,수인분당선,216,37.496237,127.052873,-4668246.0,-7529.0
556,도곡,수인분당선,수인분당선,217,37.490858,127.055381,-3992339.0,-6439.0
557,구룡,수인분당선,수인분당선,218,37.486839,127.058856,-503569.0,-812.0
558,개포동,수인분당선,수인분당선,219,37.489116,127.06614,-602252.0,-971.0
559,대모산입구,수인분당선,수인분당선,220,37.491373,127.07272,-592505.0,-955.0
560,수서,수인분당선,수인분당선,221,37.487371,127.10188,-10658419.0,-17190.0
561,복정,수인분당선,수인분당선,222,37.470047,127.126662,-3353023.0,-5408.0
562,가천대,수인분당선,수인분당선,223,37.448605,127.126697,-4715210.0,-7605.0
563,태평,수인분당선,수인분당선,224,37.440019,127.127709,-3980868.0,-6420.0
564,모란,수인분당선,수인분당선,225,37.43213,127.129087,-9017743.0,-14544.0
565,야탑,수인분당선,수인분당선,226,37.411185,127.128715,-11390031.0,-18371.0
566,이매,수인분당선,수인분당선,227,37.396104,127.12827,-2923520.0,-4715.0
567,서현,수인분당선,수인분당선,228,37.385126,127.123592,-10688432.0,-17239.0
568,수내,수인분당선,수인분당선,229,37.378455,127.114322,-4733448.0,-7634.0
569,정자,수인분당선,수인분당선,230,37.36706,127.108105,-4929402.0,-7950.0
570,미금,수인분당선,수인분당선,231,37.350077,127.10891,-6324733.0,-10201.0
571,오리,수인분당선,수인분당선,232,37.339824,127.108942,-4329118.0,-6982.0
572,죽전,수인분당선,수인분당선,233,37.324753,127.107395,-7068562.0,-11400.0
573,보정,수인분당선,수인분당선,234,37.312752,127.108196,-955566.0,-1541.0
574,구성,수인분당선,수인분당선,235,37.298969,127.105664,-1483358.0,-2392.0
575,신갈,수인분당선,수인분당선,236,37.286102,127.111313,-1578587.0,-2546.0
576,기흥,수인분당선,수인분당선,237,37.275619,127.115936,-3349123.0,-5401.0
577,상갈,수인분당선,수인분당선,238,37.26181,127.108847,-1764759.0,-2846.0
578,청명,수인분당선,수인분당선,239,37.259489,127.078934,-1404404.0,-2265.0
579,영통,수인분당선,수인분당선,240,37.251568,127.071394,-4110637.0,-6630.0
580,망포,수인분당선,수인분당선,241,37.245795,127.057353,-3739996.0,-6032.0
581,매탄권선,수인분당선,수인분당선,242,37.252759,127.040566,-1238853.0,-1998.0
582,수원시청,수인분당선,수인분당선,243,37.261911,127.030736,-3590289.0,-5790.0
583,매교,수인분당선,수인분당선,244,37.265481,127.015678,-590459.0,-952.0
584,수원,수인분당선,수인분당선,245,37.265974,126.999874,-24253153.0,-39117.0
585,한대앞,수인분당선,수인분당선,251,37.309689,126.85344,-2709565.0,-4370.0
586,중앙,수인분당선,수인분당선,252,37.315941,126.838573,-5553495.0,-8957.0
587,고잔,수인분당선,수인분당선,253,37.316777,126.823249,-2622215.0,-4229.0
588,초지,수인분당선,수인분당선,254,37.320646,126.805913,-777308.0,-1253.0
589,안산,수인분당선,수인분당선,255,37.327082,126.788532,-6015914.0,-9703.0
590,신길온천,수인분당선,수인분당선,256,37.338212,126.765844,-453906.0,-732.0
591,정왕,수인분당선,수인분당선,257,37.351735,126.742989,-2983453.0,-4812.0
592,오이도,수인분당선,수인분당선,258,37.362357,126.738714,-3806749.0,-6139.0
593,달월,수인분당선,수인분당선,259,37.379681,126.745177,-13403.0,-21.0
594,월곶,수인분당선,수인분당선,260,37.391769,126.742699,-706684.0,-1139.0
595,소래포구,수인분당선,수인분당선,261,37.40095,126.733522,-1119084.0,-1804.0
596,인천논현,수인분당선,수인분당선,262,37.400614,126.722478,-2157821.0,-3480.0
597,호구포,수인분당선,수인분당선,263,37.401637,126.708627,-853005.0,-1375.0
598,남동인더스파크,수인분당선,수인분당선,264,37.407722,126.695216,-301369.0,-486.0
599,원인재,수인분당선,수인분당선,265,37.412603,126.687389,-1353442.0,-2182.0
600,연수,수인분당선,수인분당선,266,37.417804,126.67894,-2019636.0,-3257.0
601,송도,수인분당선,수인분당선,267,37.428514,126.657772,-1034708.0,-1668.0
602,인하대,수인분당선,수인분당선,268,37.448493,126.649619,-2051031.0,-3308.0
603,숭의,수인분당선,수인분당선,269,37.460789,126.638297,-815796.0,-1315.0
604,신포,수인분당선,수인분당선,270,37.46874,126.623853,-722349.0,-1165.0
605,인천,수인분당선,수인분당선,271,37.476691,126.616936,-2423188.0,-3908.0
606,북한산우이,우이신설선,우이신설선,941,37.663146,127.012789,-690888.0,-1114.0
607,솔밭공원,우이신설선,우이신설선,942,37.656088,127.013252,-538720.0,-868.0
608,4.19민주묘지,우이신설선,우이신설선,943,37.649593,127.013746,-1039522.0,-1676.0
609,가오리,우이신설선,우이신설선,944,37.641701,127.016792,-964110.0,-1555.0
610,화계,우이신설선,우이신설선,945,37.634802,127.017519,-707424.0,-1141.0
611,삼양,우이신설선,우이신설선,946,37.627165,127.018152,-484387.0,-781.0
612,삼양사거리,우이신설선,우이신설선,947,37.621512,127.02048,-554910.0,-895.0
613,솔샘,우이신설선,우이신설선,948,37.62124,127.013528,-1218064.0,-1964.0
614,북한산보국문,우이신설선,우이신설선,949,37.612343,127.008009,-1363522.0,-2199.0
615,정릉,우이신설선,우이신설선,950,37.602798,127.01349,-842858.0,-1359.0
616,성신여대입구(돈암),우이신설선,우이신설선,951,37.592624,127.016403,-11275351.0,-18186.0
617,보문,우이신설선,우이신설선,952,37.585286,127.019381,-2598186.0,-4190.0
618,신설동,우이신설선,우이신설선,953,37.575297,127.025087,-7609530.0,-12273.0
